Vgs,Igs,Vds,Ids
1.5,0.001,0.344,0.001
1.5,0.001,0.349,0.001
1.5,0.001,0.354,0.001
1.5,0.001,0.359,0.001
1.5,0.001,0.364,0.001
1.5,0.001,0.37,0.001
1.5,0.001,0.375,0.001
1.5,0.001,0.38,0.001
1.5,0.001,0.385,0.001
1.5,0.001,0.39,0.001
1.5,0.001,0.395,0.001
1.5,0.001,0.399,0.001
1.5,0.001,0.404,0.001
1.5,0.001,0.409,0.001
1.5,0.001,0.414,0.001
1.5,0.001,0.419,0.001
1.5,0.001,0.424,0.001
1.5,0.001,0.429,0.001
1.5,0.001,0.434,0.001
1.5,0.001,0.439,0.001
1.5,0.001,0.444,0.001
1.5,0.001,0.449,0.001
1.5,0.001,0.454,0.001
1.5,0.001,0.459,0.001
1.5,0.001,0.464,0.001
1.5,0.001,0.469,0.001
1.5,0.001,0.474,0.001
1.5,0.001,0.479,0.001
1.5,0.001,0.484,0.001
1.5,0.001,0.489,0.001
1.5,0.001,0.494,0.001
1.5,0.001,0.499,0.001
1.5,0.001,0.503,0.001
1.5,0.001,0.509,0.001
1.5,0.001,0.514,0.001
1.5,0.001,0.519,0.001
1.5,0.001,0.524,0.001
1.5,0.001,0.529,0.001
1.5,0.001,0.534,0.001
1.5,0.001,0.539,0.001
1.5,0.001,0.544,0.001
1.5,0.001,0.549,0.001
1.5,0.001,0.554,0.001
1.5,0.001,0.559,0.001
1.5,0.001,0.564,0.001
1.5,0.001,0.569,0.001
1.5,0.001,0.574,0.001
1.5,0.001,0.579,0.001
1.5,0.001,0.584,0.001
1.5,0.001,0.589,0.001
1.5,0.001,0.594,0.001
1.5,0.001,0.599,0.001
1.5,0.001,0.604,0.001
1.5,0.001,0.609,0.001
1.5,0.001,0.614,0.001
1.5,0.001,0.619,0.001
1.5,0.001,0.624,0.001
1.5,0.001,0.629,0.001
1.5,0.001,0.634,0.001
1.5,0.001,0.639,0.001
1.5,0.001,0.644,0.001
1.5,0.001,0.649,0.001
1.5,0.001,0.654,0.001
1.5,0.001,0.659,0.001
1.5,0.001,0.664,0.001
1.5,0.001,0.669,0.001
1.5,0.001,0.674,0.001
1.5,0.001,0.679,0.001
1.5,0.001,0.684,0.001
1.5,0.001,0.689,0.001
1.5,0.001,0.695,0.001
1.5,0.001,0.699,0.001
1.5,0.001,0.705,0.001
1.5,0.001,0.71,0.001
1.5,0.001,0.715,0.001
1.5,0.001,0.719,0.001
1.5,0.001,0.724,0.001
1.5,0.001,0.729,0.001
1.5,0.001,0.735,0.001
1.5,0.001,0.74,0.001
1.5,0.001,0.745,0.001
1.5,0.001,0.75,0.001
1.5,0.001,0.754,0.001
1.5,0.001,0.759,0.001
1.5,0.001,0.764,0.001
1.5,0.001,0.769,0.001
1.5,0.001,0.774,0.001
1.5,0.001,0.779,0.001
1.5,0.001,0.784,0.001
1.5,0.001,0.789,0.001
1.5,0.001,0.794,0.001
1.5,0.001,0.799,0.001
1.5,0.001,0.804,0.001
1.5,0.001,0.809,0.001
1.5,0.001,0.814,0.001
1.5,0.001,0.819,0.001
1.5,0.001,0.825,0.001
1.5,0.001,0.83,0.001
1.5,0.001,0.835,0.001
1.5,0.001,0.839,0.001
1.5,0.001,0.844,0.001
1.5,0.001,0.849,0.001
1.5,0.001,0.854,0.001
1.5,0.001,0.859,0.001
1.5,0.001,0.864,0.001
1.5,0.001,0.869,0.001
1.5,0.001,0.874,0.001
1.5,0.001,0.879,0.001
1.5,0.001,0.884,0.001
1.5,0.001,0.889,0.001
1.5,0.001,0.894,0.001
1.5,0.001,0.899,0.001
1.5,0.001,0.904,0.001
1.5,0.001,0.909,0.001
1.5,0.001,0.914,0.001
1.5,0.001,0.92,0.001
1.5,0.001,0.925,0.001
1.5,0.001,0.929,0.001
1.5,0.001,0.934,0.001
1.5,0.001,0.939,0.001
1.5,0.001,0.944,0.001
1.5,0.001,0.949,0.001
1.5,0.001,0.954,0.001
1.5,0.001,0.959,0.001
1.5,0.001,0.964,0.001
1.5,0.001,0.969,0.001
1.5,0.001,0.974,0.001
1.5,0.001,0.98,0.001
1.5,0.001,0.985,0.001
1.5,0.001,0.99,0.001
1.5,0.001,0.995,0.001
1.5,0.001,1.0,0.001
1.5,0.001,1.005,0.001
1.5,0.001,1.01,0.001
1.5,0.001,1.015,0.001
1.5,0.001,1.02,0.001
1.5,0.001,1.025,0.001
1.5,0.001,1.03,0.001
1.5,0.001,1.035,0.001
1.5,0.001,1.04,0.001
1.5,0.001,1.045,0.001
1.5,0.001,1.05,0.001
1.5,0.001,1.055,0.001
1.5,0.001,1.06,0.001
1.5,0.001,1.065,0.001
1.5,0.001,1.07,0.001
1.5,0.001,1.075,0.001
1.5,0.001,1.079,0.001
1.5,0.001,1.085,0.001
1.5,0.001,1.089,0.001
1.5,0.001,1.095,0.001
1.5,0.001,1.1,0.001
1.5,0.001,1.104,0.001
1.5,0.001,1.109,0.001
1.5,0.001,1.114,0.001
1.5,0.001,1.119,0.001
1.5,0.001,1.124,0.001
1.5,0.001,1.13,0.001
1.5,0.001,1.135,0.001
1.5,0.001,1.139,0.001
1.5,0.001,1.144,0.001
1.5,0.001,1.149,0.001
1.5,0.001,1.154,0.001
1.5,0.001,1.16,0.001
1.5,0.001,1.165,0.001
1.5,0.001,1.169,0.001
1.5,0.001,1.174,0.001
1.5,0.001,1.18,0.001
1.5,0.001,1.185,0.001
1.5,0.001,1.189,0.001
1.5,0.001,1.194,0.001
1.5,0.001,1.199,0.001
1.5,0.001,1.204,0.001
1.5,0.001,1.209,0.001
1.5,0.001,1.214,0.001
1.5,0.001,1.219,0.001
1.5,0.001,1.224,0.001
1.5,0.001,1.229,0.001
1.5,0.001,1.234,0.001
1.5,0.001,1.239,0.001
1.5,0.001,1.245,0.001
1.5,0.001,1.25,0.001
1.5,0.001,1.255,0.001
1.5,0.001,1.259,0.001
1.5,0.001,1.265,0.001
1.5,0.001,1.27,0.001
1.5,0.001,1.275,0.001
1.5,0.001,1.279,0.001
1.5,0.001,1.285,0.001
1.5,0.001,1.29,0.001
1.5,0.001,1.295,0.001
1.5,0.001,1.3,0.001
1.5,0.001,1.305,0.001
1.5,0.001,1.31,0.001
1.5,0.001,1.315,0.001
1.5,0.001,1.32,0.001
1.5,0.001,1.325,0.001
1.5,0.001,1.33,0.001
1.5,0.001,1.335,0.001
1.5,0.001,1.34,0.001
1.5,0.001,1.345,0.001
1.5,0.001,1.35,0.001
1.5,0.001,1.355,0.001
1.5,0.001,1.36,0.001
1.5,0.001,1.364,0.001
1.5,0.001,1.369,0.001
1.5,0.001,1.374,0.001
1.5,0.001,1.379,0.001
1.5,0.001,1.384,0.001
1.5,0.001,1.389,0.001
1.5,0.001,1.394,0.001
1.5,0.001,1.399,0.001
1.5,0.001,1.404,0.001
1.5,0.001,1.41,0.001
1.5,0.001,1.415,0.001
1.5,0.001,1.42,0.001
1.5,0.001,1.425,0.001
1.5,0.001,1.43,0.001
1.5,0.001,1.435,0.001
1.5,0.001,1.44,0.001
1.5,0.001,1.445,0.001
1.5,0.001,1.45,0.001
1.5,0.001,1.454,0.001
1.5,0.001,1.46,0.001
1.5,0.001,1.465,0.001
1.5,0.001,1.47,0.001
1.5,0.001,1.474,0.001
1.5,0.001,1.48,0.001
1.5,0.001,1.485,0.001
1.5,0.001,1.49,0.001
1.5,0.001,1.495,0.001
1.5,0.001,1.5,0.001
1.5,0.001,1.505,0.001
1.5,0.001,1.51,0.001
1.5,0.001,1.515,0.001
1.5,0.001,1.52,0.001
1.5,0.001,1.525,0.001
1.5,0.001,1.53,0.001
1.5,0.001,1.535,0.001
1.5,0.001,1.54,0.001
1.5,0.001,1.544,0.001
1.5,0.001,1.549,0.001
1.5,0.001,1.554,0.001
1.5,0.001,1.559,0.001
1.5,0.001,1.564,0.001
1.5,0.001,1.569,0.001
1.5,0.001,1.574,0.001
1.5,0.001,1.579,0.001
1.5,0.001,1.584,0.001
1.5,0.001,1.59,0.001
1.5,0.001,1.595,0.001
1.5,0.001,1.6,0.001
1.5,0.001,1.605,0.001
1.5,0.001,1.61,0.001
1.5,0.001,1.615,0.001
1.5,0.001,1.62,0.001
1.5,0.001,1.625,0.001
1.5,0.001,1.63,0.001
1.5,0.001,1.635,0.001
1.5,0.001,1.64,0.001
1.5,0.001,1.645,0.001
1.5,0.001,1.65,0.001
1.5,0.001,1.655,0.001
1.5,0.001,1.66,0.001
1.5,0.001,1.665,0.001
1.5,0.001,1.67,0.001
1.5,0.001,1.675,0.001
1.5,0.001,1.68,0.001
1.5,0.001,1.685,0.001
1.5,0.001,1.69,0.001
1.5,0.001,1.695,0.001
1.5,0.001,1.7,0.001
1.5,0.001,1.705,0.001
1.5,0.001,1.71,0.001
1.5,0.001,1.715,0.001
1.5,0.001,1.719,0.001
1.5,0.001,1.724,0.001
1.5,0.001,1.729,0.001
1.5,0.001,1.734,0.001
1.5,0.001,1.739,0.001
1.5,0.001,1.745,0.001
1.5,0.001,1.75,0.001
1.5,0.001,1.755,0.001
1.5,0.001,1.76,0.001
1.5,0.001,1.765,0.001
1.5,0.001,1.77,0.001
1.5,0.001,1.775,0.001
1.5,0.001,1.78,0.001
1.5,0.001,1.785,0.001
1.5,0.001,1.79,0.001
1.5,0.001,1.795,0.001
1.5,0.001,1.8,0.001
1.5,0.001,1.804,0.001
1.5,0.001,1.809,0.001
1.5,0.001,1.814,0.001
1.5,0.001,1.819,0.001
1.5,0.001,1.824,0.001
1.5,0.001,1.829,0.001
1.5,0.001,1.834,0.001
1.5,0.001,1.839,0.001
1.5,0.001,1.844,0.001
1.5,0.001,1.849,0.001
1.5,0.001,1.854,0.001
1.5,0.001,1.859,0.001
1.5,0.001,1.864,0.001
1.5,0.001,1.87,0.001
1.5,0.001,1.875,0.001
1.5,0.001,1.88,0.001
1.5,0.001,1.885,0.001
1.5,0.001,1.89,0.001
1.5,0.001,1.895,0.001
1.5,0.001,1.9,0.001
1.5,0.001,1.905,0.001
1.5,0.001,1.91,0.001
1.5,0.001,1.915,0.001
1.5,0.001,1.92,0.001
1.5,0.001,1.925,0.001
1.5,0.001,1.93,0.001
1.5,0.001,1.935,0.001
1.5,0.001,1.94,0.001
1.5,0.001,1.945,0.001
1.5,0.001,1.95,0.001
1.5,0.001,1.955,0.001
1.5,0.001,1.96,0.001
1.5,0.001,1.965,0.001
1.5,0.001,1.97,0.001
1.5,0.001,1.975,0.001
1.5,0.001,1.979,0.001
1.5,0.001,1.984,0.001
1.5,0.001,1.989,0.001
1.5,0.001,1.994,0.001
1.5,0.001,1.999,0.001
1.5,0.001,2.004,0.001
1.5,0.001,2.009,0.001
1.5,0.001,2.014,0.001
1.5,0.001,2.019,0.001
1.5,0.001,2.024,0.001
1.5,0.001,2.029,0.001
1.5,0.001,2.034,0.001
1.5,0.001,2.04,0.001
1.5,0.001,2.045,0.001
1.5,0.001,2.05,0.001
1.5,0.001,2.055,0.001
1.5,0.001,2.06,0.001
1.5,0.001,2.065,0.001
1.5,0.001,2.07,0.001
1.5,0.001,2.075,0.001
1.5,0.001,2.08,0.001
1.5,0.001,2.085,0.001
1.5,0.001,2.09,0.001
1.5,0.001,2.095,0.001
1.5,0.001,2.1,0.001
1.5,0.001,2.105,0.001
1.5,0.001,2.11,0.001
1.5,0.001,2.115,0.001
1.5,0.001,2.12,0.001
1.5,0.001,2.125,0.001
1.5,0.001,2.13,0.001
1.5,0.001,2.135,0.001
1.5,0.001,2.14,0.001
1.5,0.001,2.145,0.001
1.5,0.001,2.15,0.001
1.5,0.001,2.154,0.001
1.5,0.001,2.159,0.001
1.5,0.001,2.164,0.001
1.5,0.001,2.169,0.001
1.5,0.001,2.174,0.001
1.5,0.001,2.179,0.001
1.5,0.001,2.184,0.001
1.5,0.001,2.189,0.001
1.5,0.001,2.194,0.001
1.5,0.001,2.2,0.001
1.5,0.001,2.205,0.001
1.5,0.001,2.21,0.001
1.5,0.001,2.215,0.001
1.5,0.001,2.22,0.001
1.5,0.001,2.225,0.001
1.5,0.001,2.23,0.001
1.5,0.001,2.235,0.001
1.5,0.001,2.24,0.001
1.5,0.001,2.245,0.001
1.5,0.001,2.25,0.001
1.5,0.001,2.255,0.001
1.5,0.001,2.26,0.001
1.5,0.001,2.265,0.001
1.5,0.001,2.27,0.001
1.5,0.001,2.275,0.001
1.5,0.001,2.28,0.001
1.5,0.001,2.285,0.001
1.5,0.001,2.291,0.001
1.5,0.001,2.296,0.001
1.5,0.001,2.301,0.001
1.5,0.001,2.306,0.001
1.5,0.001,2.311,0.001
1.5,0.001,2.316,0.001
1.5,0.001,2.321,0.001
1.5,0.001,2.326,0.001
1.5,0.001,2.331,0.001
1.5,0.001,2.335,0.001
1.5,0.001,2.34,0.001
1.5,0.001,2.345,0.001
1.5,0.001,2.35,0.001
1.5,0.001,2.355,0.001
1.5,0.001,2.36,0.001
1.5,0.001,2.365,0.001
1.5,0.001,2.37,0.001
1.5,0.001,2.375,0.001
1.5,0.001,2.38,0.001
1.5,0.001,2.385,0.001
1.5,0.001,2.39,0.001
1.5,0.001,2.395,0.001
1.5,0.001,2.4,0.001
1.5,0.001,2.405,0.001
1.5,0.001,2.41,0.001
1.5,0.001,2.415,0.001
1.5,0.001,2.42,0.001
1.5,0.001,2.425,0.001
1.5,0.001,2.43,0.001
1.5,0.001,2.434,0.001
1.5,0.001,2.44,0.001
1.5,0.001,2.445,0.001
1.5,0.001,2.45,0.001
1.5,0.001,2.455,0.001
1.5,0.001,2.46,0.001
1.5,0.001,2.465,0.001
1.5,0.001,2.47,0.001
1.5,0.001,2.475,0.001
1.5,0.001,2.48,0.001
1.5,0.001,2.485,0.001
1.5,0.001,2.49,0.001
1.5,0.001,2.495,0.001
1.5,0.001,2.5,0.001
1.5,0.001,2.505,0.001
1.5,0.001,2.51,0.001
1.5,0.001,2.515,0.001
1.5,0.001,2.52,0.001
1.5,0.001,2.525,0.001
1.5,0.001,2.53,0.001
1.5,0.001,2.535,0.001
1.5,0.001,2.54,0.001
1.5,0.001,2.545,0.001
1.5,0.001,2.55,0.001
1.5,0.001,2.555,0.001
1.5,0.001,2.56,0.001
1.5,0.001,2.565,0.001
1.5,0.001,2.57,0.001
1.5,0.001,2.575,0.001
1.5,0.001,2.58,0.001
1.5,0.001,2.585,0.001
1.5,0.001,2.59,0.001
1.5,0.001,2.595,0.001
1.5,0.001,2.6,0.001
1.5,0.001,2.605,0.001
1.5,0.001,2.61,0.001
1.5,0.001,2.615,0.001
1.5,0.001,2.62,0.001
1.5,0.001,2.625,0.001
1.5,0.001,2.63,0.001
1.5,0.001,2.635,0.001
1.5,0.001,2.64,0.001
1.5,0.001,2.645,0.001
1.5,0.001,2.65,0.001
1.5,0.001,2.655,0.001
1.5,0.001,2.66,0.001
1.5,0.001,2.665,0.001
1.5,0.001,2.67,0.001
1.5,0.001,2.675,0.001
1.5,0.001,2.68,0.001
1.5,0.001,2.685,0.001
1.5,0.001,2.69,0.001
1.5,0.001,2.695,0.001
1.5,0.001,2.7,0.001
1.5,0.001,2.705,0.001
1.5,0.001,2.71,0.001
1.5,0.001,2.715,0.001
1.5,0.001,2.72,0.001
1.5,0.001,2.725,0.001
1.5,0.001,2.73,0.001
1.5,0.001,2.735,0.001
1.5,0.001,2.74,0.001
1.5,0.001,2.745,0.001
1.5,0.001,2.751,0.001
1.5,0.001,2.756,0.001
1.5,0.001,2.761,0.001
1.5,0.001,2.766,0.001
1.5,0.001,2.77,0.001
1.5,0.001,2.775,0.001
1.5,0.001,2.78,0.001
1.5,0.001,2.785,0.001
1.5,0.001,2.79,0.001
1.5,0.001,2.795,0.001
1.5,0.001,2.8,0.001
1.5,0.001,2.805,0.001
1.5,0.001,2.81,0.001
1.5,0.001,2.815,0.001
1.5,0.001,2.82,0.001
1.5,0.001,2.825,0.001
1.5,0.001,2.83,0.001
1.5,0.001,2.835,0.001
1.5,0.001,2.84,0.001
1.5,0.001,2.845,0.001
1.5,0.001,2.85,0.001
1.5,0.001,2.855,0.001
1.5,0.001,2.86,0.001
1.5,0.001,2.865,0.001
1.5,0.001,2.87,0.001
1.5,0.001,2.875,0.001
1.5,0.001,2.88,0.001
1.5,0.001,2.885,0.001
1.5,0.001,2.89,0.001
1.5,0.001,2.895,0.001
1.5,0.001,2.9,0.001
1.5,0.001,2.906,0.001
1.5,0.001,2.911,0.001
1.5,0.001,2.916,0.001
1.5,0.001,2.921,0.001
1.5,0.001,2.926,0.001
1.5,0.001,2.931,0.001
1.5,0.001,2.936,0.001
1.5,0.001,2.941,0.001
1.5,0.001,2.945,0.001
1.5,0.001,2.95,0.001
1.5,0.001,2.955,0.001
1.5,0.001,2.96,0.001
1.5,0.001,2.965,0.001
1.5,0.001,2.97,0.001
1.5,0.001,2.975,0.001
1.5,0.001,2.98,0.001
1.5,0.001,2.985,0.001
1.5,0.001,2.99,0.001
1.5,0.001,2.995,0.001
1.5,0.001,3.0,0.001
1.5,0.001,3.005,0.001
1.5,0.001,3.01,0.001
1.5,0.001,3.015,0.001
1.5,0.001,3.02,0.001
1.5,0.001,3.025,0.001
1.5,0.001,3.03,0.001
1.5,0.001,3.035,0.001
1.5,0.001,3.04,0.001
1.5,0.001,3.045,0.001
1.5,0.001,3.05,0.001
1.5,0.001,3.055,0.001
1.5,0.001,3.06,0.001
1.5,0.001,3.065,0.001
1.5,0.001,3.07,0.001
1.5,0.001,3.075,0.001
1.5,0.001,3.08,0.001
1.5,0.001,3.085,0.001
1.5,0.001,3.09,0.001
1.5,0.001,3.095,0.001
1.5,0.001,3.1,0.001
1.5,0.001,3.105,0.001
1.5,0.001,3.11,0.001
1.5,0.001,3.115,0.001
1.5,0.001,3.12,0.001
1.5,0.001,3.125,0.001
1.5,0.001,3.13,0.001
1.5,0.001,3.135,0.001
1.5,0.001,3.14,0.001
1.5,0.001,3.145,0.001
1.5,0.001,3.15,0.001
1.5,0.001,3.155,0.001
1.5,0.001,3.16,0.001
1.5,0.001,3.165,0.001
1.5,0.001,3.17,0.001
1.5,0.001,3.175,0.001
1.5,0.001,3.18,0.001
1.5,0.001,3.185,0.001
1.5,0.001,3.19,0.001
1.5,0.001,3.195,0.001
1.5,0.001,3.2,0.001
1.5,0.001,3.205,0.001
1.5,0.001,3.21,0.001
1.5,0.001,3.215,0.001
1.5,0.001,3.22,0.001
1.5,0.001,3.225,0.001
1.5,0.001,3.23,0.001
1.5,0.001,3.235,0.001
1.5,0.001,3.24,0.001
1.5,0.001,3.245,0.001
1.5,0.001,3.25,0.001
1.5,0.001,3.255,0.001
1.5,0.001,3.26,0.001
1.5,0.001,3.265,0.001
1.5,0.001,3.27,0.001
1.5,0.001,3.275,0.001
1.5,0.001,3.28,0.001
1.5,0.001,3.286,0.001
1.5,0.001,3.291,0.001
1.5,0.001,3.296,0.001
1.5,0.001,3.3,0.001
1.5,0.001,3.305,0.001
1.5,0.001,3.31,0.001
1.5,0.001,3.315,0.001
1.5,0.001,3.32,0.001
1.5,0.001,3.325,0.001
1.5,0.001,3.33,0.001
1.5,0.001,3.335,0.001
1.5,0.001,3.34,0.001
1.5,0.001,3.345,0.001
1.5,0.001,3.35,0.001
1.5,0.001,3.355,0.001
1.5,0.001,3.36,0.001
1.5,0.001,3.366,0.001
1.5,0.001,3.371,0.001
1.5,0.001,3.376,0.001
1.5,0.001,3.38,0.001
1.5,0.001,3.385,0.001
1.5,0.001,3.389,0.001
1.5,0.001,3.395,0.001
1.5,0.001,3.4,0.001
1.5,0.001,3.405,0.001
1.5,0.001,3.409,0.001
1.5,0.001,3.415,0.001
1.5,0.001,3.42,0.001
1.5,0.001,3.425,0.001
1.5,0.001,3.43,0.001
1.5,0.001,3.435,0.001
1.5,0.001,3.44,0.001
1.5,0.001,3.445,0.001
1.5,0.001,3.45,0.001
1.5,0.001,3.455,0.001
1.5,0.001,3.46,0.001
1.5,0.001,3.465,0.001
1.5,0.001,3.47,0.001
1.5,0.001,3.475,0.001
1.5,0.001,3.48,0.001
1.5,0.001,3.485,0.001
1.5,0.001,3.49,0.001
1.5,0.001,3.495,0.001
1.5,0.001,3.5,0.001
1.5,0.001,3.505,0.001
1.5,0.001,3.51,0.001
1.5,0.001,3.515,0.001
1.5,0.001,3.52,0.001
1.5,0.001,3.525,0.001
1.5,0.001,3.53,0.001
1.5,0.001,3.535,0.001
1.5,0.001,3.541,0.001
1.5,0.001,3.546,0.001
1.5,0.001,3.551,0.001
1.5,0.001,3.556,0.001
1.5,0.001,3.56,0.001
1.5,0.001,3.565,0.001
1.5,0.001,3.57,0.001
1.5,0.001,3.575,0.001
1.5,0.001,3.58,0.001
1.5,0.001,3.585,0.001
1.5,0.001,3.59,0.001
1.5,0.001,3.595,0.001
1.5,0.001,3.6,0.001
1.5,0.001,3.605,0.001
1.5,0.001,3.61,0.001
1.5,0.001,3.615,0.001
1.5,0.001,3.62,0.001
1.5,0.001,3.625,0.001
1.5,0.001,3.63,0.001
1.5,0.001,3.635,0.001
1.5,0.001,3.64,0.001
1.5,0.001,3.645,0.001
1.5,0.001,3.65,0.001
1.5,0.001,3.655,0.001
1.5,0.001,3.66,0.001
1.5,0.001,3.665,0.001
1.5,0.001,3.67,0.001
1.5,0.001,3.675,0.001
1.5,0.001,3.679,0.001
1.5,0.001,3.684,0.001
1.5,0.001,3.689,0.001
1.5,0.001,3.694,0.001
1.5,0.001,3.699,0.001
1.5,0.001,3.704,0.001
1.5,0.001,3.709,0.001
1.5,0.001,3.714,0.001
1.5,0.001,3.719,0.001
1.5,0.001,3.724,0.001
1.5,0.001,3.73,0.001
1.5,0.001,3.735,0.001
1.5,0.001,3.739,0.001
1.5,0.001,3.745,0.001
1.5,0.001,3.749,0.001
1.5,0.001,3.754,0.001
1.5,0.001,3.759,0.001
1.5,0.001,3.765,0.001
1.5,0.001,3.77,0.001
1.5,0.001,3.775,0.001
1.5,0.001,3.78,0.001
1.5,0.001,3.785,0.001
1.5,0.001,3.79,0.001
1.5,0.001,3.795,0.001
1.5,0.001,3.8,0.001
1.5,0.001,3.805,0.001
1.5,0.001,3.81,0.001
1.5,0.001,3.815,0.001
1.5,0.001,3.821,0.001
1.5,0.001,3.825,0.001
1.5,0.001,3.83,0.001
1.5,0.001,3.835,0.001
1.5,0.001,3.84,0.001
1.5,0.001,3.845,0.001
1.5,0.001,3.85,0.001
1.5,0.001,3.855,0.001
1.5,0.001,3.86,0.001
1.5,0.001,3.865,0.001
1.5,0.001,3.87,0.001
1.5,0.001,3.875,0.001
1.5,0.001,3.88,0.001
1.5,0.001,3.885,0.001
1.5,0.001,3.89,0.001
1.5,0.001,3.895,0.001
1.5,0.001,3.9,0.001
1.5,0.001,3.905,0.001
1.5,0.001,3.91,0.001
1.5,0.001,3.915,0.001
1.5,0.001,3.92,0.001
1.5,0.001,3.925,0.001
1.5,0.001,3.93,0.001
1.5,0.001,3.935,0.001
1.5,0.001,3.94,0.001
1.5,0.001,3.945,0.001
1.5,0.001,3.95,0.001
1.5,0.001,3.955,0.001
1.5,0.001,3.96,0.001
1.5,0.001,3.965,0.001
1.5,0.001,3.97,0.001
1.5,0.001,3.975,0.001
1.5,0.001,3.98,0.001
1.5,0.001,3.985,0.001
1.5,0.001,3.99,0.001
1.5,0.001,3.995,0.001
1.749,0.001,0.0,0.0
1.749,0.001,0.004,0.001
1.749,0.001,0.009,0.002
1.749,0.001,0.014,0.003
1.749,0.001,0.019,0.004
1.749,0.001,0.024,0.005
1.749,0.001,0.029,0.005
1.749,0.001,0.034,0.006
1.749,0.001,0.039,0.006
1.749,0.001,0.044,0.007
1.749,0.001,0.048,0.007
1.749,0.001,0.053,0.007
1.749,0.001,0.058,0.008
1.749,0.001,0.063,0.008
1.749,0.001,0.069,0.008
1.749,0.001,0.073,0.008
1.749,0.001,0.078,0.008
1.749,0.001,0.084,0.009
1.749,0.001,0.089,0.009
1.749,0.001,0.094,0.009
1.749,0.001,0.099,0.009
1.749,0.001,0.104,0.009
1.749,0.001,0.109,0.009
1.749,0.001,0.114,0.009
1.749,0.001,0.119,0.009
1.749,0.001,0.124,0.009
1.749,0.001,0.129,0.009
1.749,0.001,0.134,0.01
1.749,0.001,0.139,0.01
1.749,0.001,0.144,0.01
1.749,0.001,0.149,0.01
1.749,0.001,0.154,0.01
1.749,0.001,0.159,0.01
1.749,0.001,0.164,0.01
1.749,0.001,0.169,0.01
1.749,0.001,0.174,0.01
1.749,0.001,0.179,0.01
1.749,0.001,0.184,0.01
1.749,0.001,0.189,0.01
1.749,0.001,0.194,0.01
1.749,0.001,0.199,0.01
1.749,0.001,0.204,0.01
1.749,0.001,0.209,0.01
1.749,0.001,0.214,0.01
1.749,0.001,0.219,0.01
1.749,0.001,0.223,0.01
1.749,0.001,0.228,0.01
1.749,0.001,0.233,0.01
1.749,0.001,0.238,0.01
1.749,0.001,0.243,0.01
1.749,0.001,0.249,0.01
1.749,0.001,0.254,0.01
1.749,0.001,0.259,0.01
1.749,0.001,0.264,0.01
1.749,0.001,0.269,0.01
1.749,0.001,0.274,0.01
1.749,0.001,0.279,0.01
1.749,0.001,0.284,0.01
1.749,0.001,0.289,0.01
1.749,0.001,0.294,0.01
1.749,0.001,0.299,0.01
1.749,0.001,0.304,0.01
1.749,0.001,0.309,0.01
1.749,0.001,0.314,0.01
1.749,0.001,0.319,0.01
1.749,0.001,0.324,0.01
1.749,0.001,0.329,0.01
1.749,0.001,0.334,0.01
1.749,0.001,0.339,0.01
1.749,0.001,0.344,0.01
1.749,0.001,0.349,0.01
1.749,0.001,0.354,0.01
1.749,0.001,0.359,0.01
1.749,0.001,0.364,0.01
1.749,0.001,0.37,0.01
1.749,0.001,0.375,0.01
1.749,0.001,0.38,0.011
1.749,0.001,0.385,0.011
1.749,0.001,0.39,0.011
1.749,0.001,0.395,0.011
1.749,0.001,0.399,0.011
1.749,0.001,0.404,0.011
1.749,0.001,0.409,0.011
1.749,0.001,0.414,0.011
1.749,0.001,0.419,0.011
1.749,0.001,0.424,0.011
1.749,0.001,0.429,0.011
1.749,0.001,0.434,0.011
1.749,0.001,0.439,0.011
1.749,0.001,0.444,0.011
1.749,0.001,0.449,0.011
1.749,0.001,0.454,0.011
1.749,0.001,0.459,0.011
1.749,0.001,0.464,0.011
1.749,0.001,0.469,0.011
1.749,0.001,0.474,0.011
1.749,0.001,0.479,0.011
1.749,0.001,0.484,0.011
1.749,0.001,0.489,0.011
1.749,0.001,0.494,0.011
1.749,0.001,0.499,0.011
1.749,0.001,0.504,0.011
1.749,0.001,0.509,0.011
1.749,0.001,0.514,0.011
1.749,0.001,0.519,0.011
1.749,0.001,0.524,0.011
1.749,0.001,0.529,0.011
1.749,0.001,0.534,0.011
1.749,0.001,0.539,0.011
1.749,0.001,0.544,0.011
1.749,0.001,0.549,0.011
1.749,0.001,0.554,0.011
1.749,0.001,0.559,0.011
1.749,0.001,0.564,0.011
1.749,0.001,0.57,0.011
1.749,0.001,0.575,0.011
1.749,0.001,0.579,0.011
1.749,0.001,0.584,0.011
1.749,0.001,0.589,0.011
1.749,0.001,0.594,0.011
1.749,0.001,0.599,0.011
1.749,0.001,0.604,0.011
1.749,0.001,0.609,0.011
1.749,0.001,0.614,0.011
1.749,0.001,0.619,0.011
1.749,0.001,0.624,0.011
1.749,0.001,0.629,0.011
1.749,0.001,0.634,0.011
1.749,0.001,0.639,0.011
1.749,0.001,0.644,0.011
1.749,0.001,0.649,0.011
1.749,0.001,0.654,0.011
1.749,0.001,0.659,0.011
1.749,0.001,0.664,0.011
1.749,0.001,0.669,0.011
1.749,0.001,0.674,0.011
1.749,0.001,0.679,0.011
1.749,0.001,0.684,0.011
1.749,0.001,0.69,0.011
1.749,0.001,0.694,0.011
1.749,0.001,0.699,0.011
1.749,0.001,0.705,0.011
