Vgs,Igs,Vds,Ids
2.0,0.001,5.0,0.331
2.005,0.001,5.0,0.361
2.01,0.001,5.0,0.389
2.015,0.001,5.0,0.427
2.02,0.001,5.0,0.462
2.025,0.001,5.0,0.511
2.029,0.001,5.0,0.552
2.034,0.001,5.0,0.614
2.04,0.001,5.0,0.668
2.045,0.001,5.0,0.751
2.05,0.001,5.0,0.849
2.055,0.001,5.0,0.936
2.06,0.001,5.0,1.076
2.065,0.001,5.0,1.198
2.07,0.001,5.0,1.395
2.075,0.001,5.0,1.564
2.08,0.001,5.0,1.857
2.085,0.001,5.0,2.234
2.09,0.001,5.0,2.571
2.095,0.001,5.0,3.2
2.1,0.001,3.096,3.2
2.105,0,0,3.2
2.11,0,0,3.2
2.115,0,0,3.2
2.12,0,0,3.2
2.125,0,0,3.2
2.13,0,0,3.2
2.1350000000000002,0,0,3.2
2.14,0,0,3.2
2.145,0,0,3.2
2.15,0,0,3.2
2.1550000000000002,0,0,3.2
2.16,0,0,3.2
2.165,0,0,3.2
2.17,0,0,3.2
2.1750000000000003,0,0,3.2
2.18,0,0,3.2
2.185,0,0,3.2
2.19,0,0,3.2
2.195,0,0,3.2
2.2,0,0,3.2
2.205,0,0,3.2
2.21,0,0,3.2
2.215,0,0,3.2
2.22,0,0,3.2
2.225,0,0,3.2
2.23,0,0,3.2
2.235,0,0,3.2
2.24,0,0,3.2
2.245,0,0,3.2
2.25,0,0,3.2
2.255,0,0,3.2
2.2600000000000002,0,0,3.2
2.265,0,0,3.2
2.27,0,0,3.2
2.275,0,0,3.2
2.2800000000000002,0,0,3.2
2.285,0,0,3.2
2.29,0,0,3.2
2.295,0,0,3.2
2.3000000000000003,0,0,3.2
2.305,0,0,3.2
2.31,0,0,3.2
2.315,0,0,3.2
2.32,0,0,3.2
2.325,0,0,3.2
2.33,0,0,3.2
2.335,0,0,3.2
2.34,0,0,3.2
2.345,0,0,3.2
2.35,0,0,3.2
2.355,0,0,3.2
2.36,0,0,3.2
2.365,0,0,3.2
2.37,0,0,3.2
2.375,0,0,3.2
2.38,0,0,3.2
2.3850000000000002,0,0,3.2
2.39,0,0,3.2
2.395,0,0,3.2
2.4,0,0,3.2
2.4050000000000002,0,0,3.2
2.41,0,0,3.2
2.415,0,0,3.2
2.42,0,0,3.2
2.4250000000000003,0,0,3.2
2.43,0,0,3.2
2.435,0,0,3.2
2.44,0,0,3.2
2.445,0,0,3.2
2.45,0,0,3.2
2.455,0,0,3.2
2.46,0,0,3.2
2.465,0,0,3.2
2.47,0,0,3.2
2.475,0,0,3.2
2.48,0,0,3.2
2.485,0,0,3.2
2.49,0,0,3.2
2.495,0,0,3.2
2.5,0,0,3.2
2.505,0,0,3.2
2.5100000000000002,0,0,3.2
2.515,0,0,3.2
2.52,0,0,3.2
2.525,0,0,3.2
2.5300000000000002,0,0,3.2
2.535,0,0,3.2
2.54,0,0,3.2
2.545,0,0,3.2
2.5500000000000003,0,0,3.2
2.555,0,0,3.2
2.56,0,0,3.2
2.565,0,0,3.2
2.57,0,0,3.2
2.575,0,0,3.2
2.58,0,0,3.2
2.585,0,0,3.2
2.59,0,0,3.2
2.595,0,0,3.2
2.6,0,0,3.2
2.605,0,0,3.2
2.61,0,0,3.2
2.615,0,0,3.2
2.62,0,0,3.2
2.625,0,0,3.2
2.63,0,0,3.2
2.6350000000000002,0,0,3.2
2.64,0,0,3.2
2.645,0,0,3.2
2.65,0,0,3.2
2.6550000000000002,0,0,3.2
2.66,0,0,3.2
2.665,0,0,3.2
2.67,0,0,3.2
2.6750000000000003,0,0,3.2
2.68,0,0,3.2
2.685,0,0,3.2
2.69,0,0,3.2
2.695,0,0,3.2
2.7,0,0,3.2
2.705,0,0,3.2
2.71,0,0,3.2
2.715,0,0,3.2
2.72,0,0,3.2
2.725,0,0,3.2
2.73,0,0,3.2
2.735,0,0,3.2
2.74,0,0,3.2
2.745,0,0,3.2
2.75,0,0,3.2
2.755,0,0,3.2
2.7600000000000002,0,0,3.2
2.765,0,0,3.2
2.77,0,0,3.2
2.775,0,0,3.2
2.7800000000000002,0,0,3.2
2.785,0,0,3.2
2.79,0,0,3.2
2.795,0,0,3.2
2.8000000000000003,0,0,3.2
2.805,0,0,3.2
2.81,0,0,3.2
2.815,0,0,3.2
2.82,0,0,3.2
2.825,0,0,3.2
2.83,0,0,3.2
2.835,0,0,3.2
2.84,0,0,3.2
2.845,0,0,3.2
2.85,0,0,3.2
2.855,0,0,3.2
2.86,0,0,3.2
2.865,0,0,3.2
2.87,0,0,3.2
2.875,0,0,3.2
2.88,0,0,3.2
2.8850000000000002,0,0,3.2
2.89,0,0,3.2
2.895,0,0,3.2
2.9,0,0,3.2
2.9050000000000002,0,0,3.2
2.91,0,0,3.2
2.915,0,0,3.2
2.92,0,0,3.2
2.9250000000000003,0,0,3.2
2.93,0,0,3.2
2.935,0,0,3.2
2.94,0,0,3.2
2.945,0,0,3.2
2.95,0,0,3.2
2.955,0,0,3.2
2.96,0,0,3.2
2.965,0,0,3.2
2.97,0,0,3.2
2.975,0,0,3.2
2.98,0,0,3.2
2.985,0,0,3.2
2.99,0,0,3.2
2.995,0,0,3.2
3.0,0,0,3.2
3.005,0,0,3.2
3.0100000000000002,0,0,3.2
3.015,0,0,3.2
3.02,0,0,3.2
3.025,0,0,3.2
3.0300000000000002,0,0,3.2
3.035,0,0,3.2
3.04,0,0,3.2
3.045,0,0,3.2
3.0500000000000003,0,0,3.2
3.055,0,0,3.2
3.06,0,0,3.2
3.065,0,0,3.2
3.0700000000000003,0,0,3.2
3.075,0,0,3.2
3.08,0,0,3.2
3.085,0,0,3.2
3.09,0,0,3.2
3.095,0,0,3.2
3.1,0,0,3.2
3.105,0,0,3.2
3.11,0,0,3.2
3.115,0,0,3.2
3.12,0,0,3.2
3.125,0,0,3.2
3.13,0,0,3.2
3.1350000000000002,0,0,3.2
3.14,0,0,3.2
3.145,0,0,3.2
3.15,0,0,3.2
3.1550000000000002,0,0,3.2
3.16,0,0,3.2
3.165,0,0,3.2
3.17,0,0,3.2
3.1750000000000003,0,0,3.2
3.18,0,0,3.2
3.185,0,0,3.2
3.19,0,0,3.2
3.1950000000000003,0,0,3.2
3.2,0,0,3.2
3.205,0,0,3.2
3.21,0,0,3.2
3.215,0,0,3.2
3.22,0,0,3.2
3.225,0,0,3.2
3.23,0,0,3.2
3.235,0,0,3.2
3.24,0,0,3.2
3.245,0,0,3.2
3.25,0,0,3.2
3.255,0,0,3.2
3.2600000000000002,0,0,3.2
3.265,0,0,3.2
3.27,0,0,3.2
3.275,0,0,3.2
3.2800000000000002,0,0,3.2
3.285,0,0,3.2
3.29,0,0,3.2
3.295,0,0,3.2
3.3000000000000003,0,0,3.2
3.305,0,0,3.2
3.31,0,0,3.2
3.315,0,0,3.2
3.3200000000000003,0,0,3.2
3.325,0,0,3.2
3.33,0,0,3.2
3.335,0,0,3.2
3.34,0,0,3.2
3.345,0,0,3.2
3.35,0,0,3.2
3.355,0,0,3.2
3.36,0,0,3.2
3.365,0,0,3.2
3.37,0,0,3.2
3.375,0,0,3.2
3.38,0,0,3.2
3.3850000000000002,0,0,3.2
3.39,0,0,3.2
3.395,0,0,3.2
3.4,0,0,3.2
3.4050000000000002,0,0,3.2
3.41,0,0,3.2
3.415,0,0,3.2
3.42,0,0,3.2
3.4250000000000003,0,0,3.2
3.43,0,0,3.2
3.435,0,0,3.2
3.44,0,0,3.2
3.4450000000000003,0,0,3.2
3.45,0,0,3.2
3.455,0,0,3.2
3.46,0,0,3.2
3.465,0,0,3.2
3.47,0,0,3.2
3.475,0,0,3.2
3.48,0,0,3.2
3.485,0,0,3.2
3.49,0,0,3.2
3.495,0,0,3.2
3.5,0,0,3.2
3.505,0,0,3.2
3.5100000000000002,0,0,3.2
3.515,0,0,3.2
3.52,0,0,3.2
3.525,0,0,3.2
3.5300000000000002,0,0,3.2
3.535,0,0,3.2
3.54,0,0,3.2
3.545,0,0,3.2
3.5500000000000003,0,0,3.2
3.555,0,0,3.2
3.56,0,0,3.2
3.565,0,0,3.2
3.5700000000000003,0,0,3.2
3.575,0,0,3.2
